Sarki_Ismi,Sure_ms
'Neath A Cold Gray Tomb Of Stone,161226
The Weatherman,134093
Dixie Cannonball,142600
He Stopped Loving Her Today,201266
Kiss an Angel Good Morning,129332
Why Should I Cry,108333
Jesus Died For Me,146533
You Win Again,148533
I Dreamed About Mama Last Night,180266
Sleeping Like a Baby (with a Bottle in My Mouth),165360
The Angel Of Death,140440
The Waltz Of The Wind,127066
Love's Gonna Live Here,135026
Best Guitar Picker,162133
Running Bear,149306
I Washed My Hands in Muddy Water,162840
I Knew You,235280
Beneath Still Waters,157920
Y'All Come,151053
Pray for Rain,236360
I Had You,152360
Please Make Up Your Mind,178306
Once A Day,145186
Warning,224920
Unfaithful One,130160
"Sick, Sober & Sorry",185786
White Lightning - Single Version,165453
Window Up Above,153200
Pan American,170800
Lonely Street,125226
If Not For You,178879
If My Heart Had Windows,162850
Kaw-Liga,154960
Blue Moon Of Kentucky,147360
My Heart Would Know,146106
Everything's Okay,172026
You Caused It All By Telling Lies,96733
Long Gone Lonesome Blues,159706
Calling You,113560
The Window Up Above,162680
A Lifetime to Regret,164000
Loving You Could Never Be Better,182440
Done Gone,131773
"Hey, Good Lookin'",177000
"I'm A Long Gone Daddy - Live On Health & Happiness Shows, Nashville/1949/Edit",151200
Rollin' My Sweet Baby's Arms,168080
I've Been Down That Road Before,175733
Where Grass Won't Grow,192037
A Drunk Can't Be a Man,163493
Six More Miles (To The Graveyard),167506
I Can't Help It (If I'm Still In Love With You) - Single Version,144333
A Girl I Used To Know,159666
I Must Have Done Something Bad,199933
Let's Turn Back The Years,142066
Rockin' Chair Money,125200
Someday My Day Will Come,152400
Please Don't Let Me Love You,134573
Cup Of Loneliness - Original Gusto Recordings,157240
I Always Get Lucky with You - Single Version,197306
Lonesome Prairie Song,130623
Roly Poly,119866
The Minute Men (Are Turning in Their Graves),151480
I Wish I Had A Nickel,102760
I've Aged Twenty Years In Five,196760
I Can't Get There From Here,147600
Don't You Ever Get Tired of Hurting Me,168240
Don't Let Me Cross Over,171613
Two In The Cold,158480
A Way to Survive,180466
Half As Much,164066
Last Date,142160
Love Was Right Here All The Time,151093
Sunrise Serenade - 1989 Remastered,211266
Release Me,161013
Mister Love,146493
White Lightning - Single Version,165453
I've Got a New Heartache,161666
Burning Memories,149573
You're Running Wild,142346
Lesson One,149626
City Lights - Single Version,177000
Leavin' Song,144293
"Give Me More, More, More (Of Your Kisses)",140133
Mind Your Own Business,176066
For The Good Times,243240
Everything's Okay,172026
Jealous Lies,155293
Land of Milk and Honey,168533
If She Could See Me Now,159280
Kansas City Girl,112883
Look What Thoughts Will Do,153013
A Lifetime to Regret,164000
Let Me Talk to You,182560
I'm Not the Man I'm Supposed to Be,161400
Introduction and Theme,126333
I'm Sorry For You My Friend,161493
New Step It Up and Go,143893
There's No Fool Like a Young Fool,175613
Life to Go,150333
You Done Me Wrong,142626
The Other Woman (In My Life),180026
Take Me As I Am Or Let Me Go,174946
Wild As A Wildcat - Single Version,131173
My Shoes Keep Walking Back to You - Single Version,153613
(I Heard That) Lonesome Whistle - Single Version,146600
"She's Gone, Gone, Gone",141253
Forget The Past,137760
Go Back You Fool,123506
I'll Be There (If You Ever Want Me) - 78rpm Version,146440
B.J. the D.J.,167946
Crazy Arms,150640
Money To Burn - Single Version,157906
When The Grass Grows Over Me,173946
For The Love Of A Woman Like You,158773
God's Gonna Get 'Cha (For That),160360
Honky Tonk (Pt.1),162873
Pass The Booze,163360
She's Always There,190373
Why Me Lord?,178733
Hold Fast to the Right,143920
Show MeThe Way to Go Home - 2003 Remaster,84400
Down at the Old Bull and Bush,115906
Loose Talk,152586
"Cold, Cold Heart",163240
I've Loved You Forever It Seems,157331
Piano Pops No 1 (Pt. 2) - 2003 Remaster,148160
There She Goes,159520
Thunderbird,266040
Corrine Corrina,152466
I've Got to Change,129773
The Old Piano Roll Blues,141505
Leavin' Amarillo,217466
Stay Gold,143746
Five Foot Two Eyes Of Blue,138040
You Can't Beat Jesus Christ,226426
I Overlooked an Orchid,177146
Mr. Jukebox,130664
Out On A Limb,147186
Wolverine Blues,133666
I Feel Like Traveling On,137840
Blue Side of Lonesome,162806
Sun Goes Down,231080
Your Tender Years,142759
First Year Blues,148440
Country Song,188586
Let's Turn Back The Years,144800
You Done Me Wrong,127640
Skaters Boogie,112640
Lost On The River - Edit,136773
Too Hot to Handle,99400
Something Better,220733
The Show's Almost Over,198840
Same Ole Me,172000
I Dreamed About Mama Last Night - Single Version,181306
If Drinkin' Don't Kill Me,190266
You Can Have Her,192013
You Comb Her Hair,161133
I'll Follow You (Up To A Cloud),158946
You Broke Your Own Heart,123760
There's No Justice,149880
Wait For The Light To Shine,160440
I'm So Lonesome I Could Cry,192586
"That's Good, That's Bad (with Lacy J. Dalton)",185546
A Home In Heaven,124533
Poor Little Rich Boy,144000
Take Me,140733
The Garden Spot Jingle - Show 4,30520
Honky Tonk Blues - Non-Session Demo,120066
Darktown Strutters Ball,143373
Dancin',216293
Just Waitin',161933
Mint Condition,241346
I Drive a Truck,140266
Drop Me Off at the Honky Tonk,198573
You Put Living Back In Life,141893
Small Time Laboring Man,153862
Ready To Go Home,108800
It Just Don't Matter Now,148973
Pass Me By,187426
A Girl I Used To Know,161386
Busted,168320
I'd Still Want You - Single Version,155626
Midnight Train,132600
Dear Brother,146893
You Can't Do Wrong and Get By,161906
She'll Love the One She's With,164800
Hearts in My Dreams,153333
Diary of My Mind,267466
When I Stop Dreaming,198226
Someday You'll Call My Name - Single Version,133373
Your Cheatin' Heart,164960
It Just Don't Matter Now,146773
Not What I Had In Mind,144853
Livin' On Easy Street,140266
I Sleep Just Like A Baby,210040
The Race Is On,126466
Please Make Up Your Mind,168800
With Tears In My Eyes,133306
She Hung The Moon,185040
I'm Going Home,111533
Yesterday's Wine,194173
"Let a Little Lovin' Come In,",139040
Will You Visit Me On Sunday,170800
Little Paper Boy,181866
The Alabama Waltz,65293
We Can Make It,124693
When The Grass Grows Over Me,175360
Lovesick Blues - Live At The Grand Ole Opry/1949,191493
California Zephyr,115866
We're Getting Closer To The Grave Each Day,156733
He Stopped Loving Her Today,197026
Who's Gonna Fill Their Shoes,197840
Size Seven Round (Made of Gold) (with Lacy J. Dalton),175906
Least Of All,154120
Imitation Of Love,148933
Honky Tonkin',166200
Settin' The Woods On Fire,157133
You Win Again,158493
Vinyl Advice,222466
Cool Water,225760
Kaw-Liga,156493
Party Pickin',146213
I Can't Help It (If I'm Still In Love With You),145933
Alone And Forsaken - Single Version,119266
Sundown And Sorrow,82773
Knoxville Girl,189893
Please Don't Let Me Love You,136226
Near You,142066
Don't Get Around Much Anymore,180093
A Good Year For The Roses,190546
I'm Satisfied With You,155640
I Saw The Light,164800
Honky Tonkin',162306
There's No Reason to Be Living,152106
She Told Me So,173173
(We're Not) The Jet Set,145040
I'm A People,125289
New Patches,193373
My Baby's Gone,201960
Leave Me Alone With The Blues,136600
Back In My Baby's Arms Again,120480
Blue Moon Of Kentucky,147973
The Race Is On,126466
A Place In the Country,239626
I Can't Get Used To Being Lonely,156120
If Only You'd Love Me Again,180853
Take These Chains From My Heart - Single Version,158333
Night Life (with Waylon Jennings),221800
Heartaches And Hangovers,134666
White Lightning (Original Mix),169160
Something To Brag About,137786
Drifting Too Far From Shore - Rare Radio Performance,193106
All The Love I Ever Had - 1990 Original Singles Version,105706
We Live In Two Different Worlds,155666
Shoulder To Shoulder,109805
What My Woman Can't Do,155173
Honky Tonk Blues - Non-Session Demo,116733
At The First Fall Of Snow,190866
Accidentally on Purpose - More Songs of Depression and Despair,144053
Keep the Change,176266
A Pair Of Old Sneakers,144640
Three's A Crowd,140200
She Once Lived Here,137093
What Am I Worth,128306
Thers's Power In Our Love,132600
Crazy Arms,152906
Peace In The Valley,206160
When I Lost You,139920
Party Pickin',146213
Tickle the Ivories,124786
Five Finger Boogie,129645
Dynamite Rag,145240
One More Time,165360
Crazy Arms,151573
We Could,161533
The Same Old Me,162626
Shadows Where The Magic Was,257000
Walk Me To The Door,185760
San Antonio Rose,140000
Georgia on My Mind,226106
First Impression,138200
A Good Year For The Roses,190546
Heart Over Mind,161706
Tennessee Waltz,112973
I Saw The Light,165466
Wearin' Out Your Walkin' Shoes - Non-Session Demo,98000
I Saw The Light,164800
Pride,155773
White Lightnin',155000
Don't You Ever Get Tired of Hurting Me,165346
Am I That Easy to Forget,117000
That Heart Belongs To Me,184026
You're the Best Thing That Ever Happened to Me,228440
This Thing of Ours,179866
You Better Move On,166933
Crazy Arms,153093
New Patches,193373
Make the World Go Away,152226
Just Can't Live That Fast (Any More),125826
I Don't Trust You Anymore,143933
I Can't Get Used To Being Lonely,156120
Radio Lover,205573
Four-O-Thirty Three,149280
Heartaches By The Number,177293
Night Life,284773
Heartaches And Hangovers,134666
Invitation to the Blues - Single Version,167573
Backtrack,125706
Don't You Ever Get Tired (Of Hurting Me),163466
A World So Full Of Love,125866
Last Night At A Party,114066
A Mansion On the Hill,157893
I Miss You Already (And You're Not Even Gone),151226
Turn Her Down,124626
That's The Way It's Gotta Be,115893
Tomorrow,157343
The Way I Lose My Mind,158520
As Long As He Needs Me,165876
Wasted Words,149813
Cowtown,140597
Whiskey Man,143400
More and More,149800
We'll Sweep Out the Ashes In the Morning,150866
If You've Got the Money I've Got the Time,179306
Don't Let Me Cross Over,169600
Pick Me Up On Your Way Down - Single Version,145226
Go Boy Go,126760
Damn Love,187193
That Heart Belongs to Me,181200
While I Dream of San Antone (feat. Mona McCall),237893
Mumble Jumble,133133
An Article from Life,179666
If Teardrops Were Pennies,195600
What Am I Gonna Do,155746
"Fool, Fool, Fool",135026
When You're Smiling - 2003 Remaster,177373
Tomorrow Never Comes,186946
Ma (He's Making Eyes at Me) - 2003 Remaster,153733
Almost Persuaded,188000
Down the Road of Daddy's Dreams,221533
Leave The Lonely Alone,188493
Close All the Honky Tonks,128063
Burn That Candle,133066
"Too Late to Worry, Too Blue to Cry",148240
Honky Tonk Stardust Cowboy,177666
You Nearly Lose Your Mind,169039
"Mister, Come and Get Your Wife",159240
Preview of Coming Attractions,151693
I Ain't Goin' Honky Tonkin' Anymore,155893
Thanks A Lot,151906
It Costs Too Much to Die,153906
This Is My Blood,182066
Who Will Buy The Wine,154093
Medley: When You're Smiling / Who Were You with Last Night / Margie,180976
Good Lord Giveth And Uncle Sam Taketh Away,158797
Waltz Across Texas,159007
Fancy Pants,137066
Journey's End,162246
It's Raining All over the World,186293
Precious Little Baby,171572
Heaven's Plan,155013
Tennessee Saturday Night,174056
Watermelon Time In Georgia - Single Version,131200
"Sick, Sober and Sorry (with Johnny Bond)",150706
Life of a Poor Boy,142506
Don't Be Angry,178266
12Th Street Rag,137000
Second Hand Rose,126000
(Won't You Ride In) My Little Red Wagon,131373
Maple Leaf Rag,123000
Tishomingo Blues,143853
Forgetfulness for Sale,159493
I'll Be a Bachelor 'Til I Die,142301
Why Should We Try Anymore - Single Version,159360
First Year Blues,146600
Ball of Flames,267186
I Don't Love You Anymore,151253
(Last Night) I Heard You Crying In Your Sleep,165133
Royal Garden Blues,140453
If You Can Touch Her At All,207906
Still Doin' Time,168866
If I Painted a Picture,167653
Fly Trouble,164933
Gunfight,152160
Dixie Cannonball,145626
Wrong Number,159840
Shake Hands with the Blues,120493
Lifetime To Regret,167066
Burning Bridges,158666
I Don't Care (If Tomorrow Never Comes),148959
I'll Share My World With You,152866
As Long As I Live,150266
Before You Use That Gun,152173
Ol' Frank,166493
If This House Could Talk,159440
Long As We're Dreaming,166000
One of These Days,184973
Sundown And Sorrow,81106
Honky Tonkin' - Rare Radio Performance,133266
Free As A Breeze,125266
Daddy Come Home,142400
Cold Cold Heart - The AFRS Shows,151600
How Can You Refuse Him Now,155573
She's Lonesome Again,129973
A Teardrop On A Rose - Demo Version,147600
There's No Justice,148904
If You'll Be A Baby To Me,56506
Your Cheatin' Heart,154666
Don't Leave Without Taking Your Silver,163133
Beneath That Lonely Mound Of Clay,169853
Tell Me My Lying Eyes Are Wrong,143786
Cold Cold Heart,203986
Hey Good Lookin',142306
If Drinkin' Don't Kill Me (Her Memory Will) - Live,217000
Sometimes You Just Can't Win,162800
The Grand Tour - Single Version,186786
Fool About You,84360
It's Not Me,143346
Me and Jesus,194933
Long Night,184973
Who's Gonna Fill Their Shoes,196973
8th and Main,270986
I'm Gonna Break Some Promises Tonight,229506
Sweet Thang,166786
Waiting for You,216920
Keep the Change,177786
Burn Another Honky Tonk Down,154840
I'm a Survivor,190213
For the Last Time,135106
Please Make Up Your Mind - Single Version,169840
Move It On Over,166266
Drivin' Back To Denver,175240
Tall Tall Trees,147240
Cup of Loneliness,142546
Ten Little Numbers,75800
Someday You'll Call My Name,133973
These Hands,169306
Swing Wide Your Gate Of Love,141333
No Blues Is Good News,147799
Honky Tonkin' - 1947 Single Version,163826
Ramblin' Man,184066
I Don't Care (If Tomorrow Never Comes),168426
Message To My Mother,243266
Pretty Little Lady from Beaumont Texas,154960
Wino the Clown,232186
Jesus Is Calling - Undubbed Version,96533
I'm Free At Last,141000
I'll Be There If You Ever Want Me,115213
First Year Blues,144573
I'll See You A While Ago,152133
Night Life (with Waylon Jennings),222933
Wreck On The Highway,151986
I Ain't Gonna Love You Anymore,88933
You Oughta Be Here With Me,255373
My Love For You (Has Turned To Hate),163026
Milwaukee Here I Come,156720
There's No Room In My Heart For The Blues,134600
Never Again (Will I Knock On Your Door),162693
I Don't Want No Stranger Sleepin' in My Bed,176040
She's My Rock - Single Version,147706
There's Nothing As Sweet As My Baby,119306
Faded Love And Winter Roses,117573
Treasure Of Love - Single Version,138493
You Can't Get The Hell Out Of Texas,156333
Book Of Memories,165666
Honky Tonk Blues,130506
Blue Eyes Crying In The Rain,138600
Honky Tonkin',125880
He Even Brought Her Flowers,279813
"Hey, Good Lookin'",175333
Long Night,184973
Tips of My Fingers,261720
Wait For The Light To Shine,127560
Waiting for You,216920
I'm A Long Gone Daddy,175373
Jesus Remembered Me,152216
The Old Home,161093
Hard Road,181346
Danger Behind the Wheel,255000
I'm a Survivor,190213
Please Make Up Your Mind - Single Version,169840
Our Private Life,140000
Things Have Gone To Pieces,173466
Walk Through This World With Me,144466
Hello Darlin',175933
Just When,193760
(Just) A Girl I Used To Know,158787
I've Seen Better Days,220786
Don't Do It Darling,111026
These Hands,169306
She's Mine,179546
Image Of Me,172666
(We're Not) The Jet Set,144666
Mem'ryville,154773
Sweet Caroline,162586
Into My Arms Again,128091
When You're Tired Of Breaking Others' Hearts,67826
Bartender's Blues (With James Taylor,224506
We Loved It Away,143306
Still Doin' Time,168133
My Love For You (Has Turned To Hate),163026
Treasure of Love - More Songs of Depression and Despair,137826
I Cried Again - Rare Radio Performance,191506
Beneath Still Waters,159666
I Could Never Be Ashamed Of You,138933
For Better Or Worse (But Not For Long),139857
We Live In Two Different Worlds,117026
Let The Spirit Descend - Live At The Grand Ole Opry/1952,125333
Lonesome Whistle,141080
Jambalaya (On The Bayou),133653
Weary Blues From Waitin' - Non-Session Demo / Undubbed,146693
A Good Year For The Roses,191760
Faded Love And Winter Roses,117573
The Old Country Church - The AFRS Shows (Single Version),156306
He Stopped Loving Her Today - Live,226973
Closer,244960
Goosebumps - Remix,162802
One Kiss (with Dua Lipa),214846
On My Way,193797
Happier,214289
FRIENDS,202620
Headlights (feat. KIDDO),158400
It Ain't Me (with Selena Gomez),220780
Takeaway,209880
In the Name of Love,195706
Moth To A Flame (with The Weeknd),234000
Something Just Like This,247160
Don't Let Me Down,208373
2002,186986
Faded,212106
Ignite,210288
BLUE,167858
Hot in It,129817
Hot in It,129817
Run Free,170562
Hot in It,129817
Lily,195840
Hot in It,129817
Hot in It,129817
Hot in It,129817
Hot in It,129817
Hot in It,129817
Alone,160426
The Motto,164818
Hot in It,129817
Hot in It,129817
Hot in It,129817
The Motto,164818
Hot in It,129817
The Motto,164818
Darkside,211680
The Business,164000
The Motto,164818
The Motto,164818
The Motto,164818
The Motto,164818
The Business,164000
Don't Be Shy,140500
The Business,164000
Don't Be Shy,140500
The Business,164000
Don't Be Shy,140500
The Business,164000
God Is A Dancer,168125
Nothing Really Matters,157720
SICKO MODE,312820
Hurts So Good,208728
HIGHEST IN THE ROOM,175720
Silence,180822
goosebumps,243836
This Is What You Came For,222160
Numb,155588
Cold Water,185351
Leave Before You Love Me (with Jonas Brothers),154983
Be Kind (with Halsey),172761
The Middle,184732
ily (i love you baby) (feat. Emilee),176546
Scared to Be Lonely,220883
Goosebumps,163208
Roses - Imanbek Remix,176840
Lean On,176561
High,175163
Paris,221506
Call You Mine,217640
More Than You Know,203000
The Motto,164818
Dancin - Krono Remix,256000
OK Not To Be OK,159862
Play,167976
Rockabye (feat. Sean Paul & Anne-Marie),251088
Belly Dancer,151475
